plant,district,date,year,month,pipe_bursts,elevated,elevated_next,predicted,split
JENDERAK KG,TEMERLOH,2024-12-01,2024,12,1,0,0,0.1480873978201328,train
JENDERAK KG,TEMERLOH,2025-01-01,2025,1,1,0,0,0.1310598312606129,train
JENDERAK KG,TEMERLOH,2025-02-01,2025,2,1,0,0,0.11466604785122786,train
JENDERAK KG,TEMERLOH,2025-03-01,2025,3,1,0,1,0.23770780727488267,train
JENDERAK KG,TEMERLOH,2025-04-01,2025,4,2,1,0,0.140804887387226,train
JENDERAK KG,TEMERLOH,2025-05-01,2025,5,1,0,0,0.12512282025958224,train
JENDERAK KG,TEMERLOH,2025-06-01,2025,6,1,0,0,0.17180682868422997,test
JENDERAK KG,TEMERLOH,2025-07-01,2025,7,1,0,0,0.13164562799118695,test
JENDERAK KG,TEMERLOH,2025-08-01,2025,8,1,0,0,0.1780410990013583,test
JENDERAK KG,TEMERLOH,2025-09-01,2025,9,1,0,0,0.1588593978645904,test
JENDERAK KG,TEMERLOH,2025-10-01,2025,10,1,0,1,0.2101324532453807,test
JENDERAK KG,TEMERLOH,2025-11-01,2025,11,2,1,0,0.19424138571825236,test
JENDERAK UTARA,TEMERLOH,2023-01-01,2023,1,3,1,1,0.8145688106594613,train
JENDERAK UTARA,TEMERLOH,2023-02-01,2023,2,3,1,1,0.7419484424854577,train
JENDERAK UTARA,TEMERLOH,2023-03-01,2023,3,2,1,0,0.6000611920901064,train
JENDERAK UTARA,TEMERLOH,2023-04-01,2023,4,1,0,1,0.8138027502519586,train
JENDERAK UTARA,TEMERLOH,2023-05-01,2023,5,3,1,1,0.7681819165879084,train
JENDERAK UTARA,TEMERLOH,2023-06-01,2023,6,3,1,1,0.8032387109404335,train
JENDERAK UTARA,TEMERLOH,2023-07-01,2023,7,3,1,1,0.7731409989363509,train
JENDERAK UTARA,TEMERLOH,2023-08-01,2023,8,2,1,1,0.8434589264681998,train
JENDERAK UTARA,TEMERLOH,2023-09-01,2023,9,2,1,0,0.5873562033001055,train
JENDERAK UTARA,TEMERLOH,2023-10-01,2023,10,1,0,1,0.8635142483182578,train
JENDERAK UTARA,TEMERLOH,2023-11-01,2023,11,2,1,1,0.8329827097804167,train
JENDERAK UTARA,TEMERLOH,2023-12-01,2023,12,3,1,1,0.7427298222410923,train
JENDERAK UTARA,TEMERLOH,2024-01-01,2024,1,3,1,0,0.6387824081635527,train
JENDERAK UTARA,TEMERLOH,2024-02-01,2024,2,1,0,1,0.791905508522838,train
JENDERAK UTARA,TEMERLOH,2024-03-01,2024,3,2,1,0,0.5087721658655685,train
JENDERAK UTARA,TEMERLOH,2024-04-01,2024,4,1,0,0,0.6759342510915398,train
JENDERAK UTARA,TEMERLOH,2024-05-01,2024,5,1,0,0,0.6685147056609807,train
JENDERAK UTARA,TEMERLOH,2024-06-01,2024,6,1,0,1,0.7646183050140389,train
JENDERAK UTARA,TEMERLOH,2024-07-01,2024,7,2,1,1,0.816904362486337,train
JENDERAK UTARA,TEMERLOH,2024-08-01,2024,8,2,1,1,0.784613621372369,train
JENDERAK UTARA,TEMERLOH,2024-09-01,2024,9,2,1,1,0.7765668140863677,train
JENDERAK UTARA,TEMERLOH,2024-10-01,2024,10,2,1,1,0.8549519297237231,train
JENDERAK UTARA,TEMERLOH,2024-11-01,2024,11,3,1,1,0.7333532672622104,train
JENDERAK UTARA,TEMERLOH,2024-12-01,2024,12,2,1,1,0.778278044015916,train
JENDERAK UTARA,TEMERLOH,2025-01-01,2025,1,2,1,1,0.8331175967178897,train
JENDERAK UTARA,TEMERLOH,2025-02-01,2025,2,2,1,1,0.8074520502934007,train
JENDERAK UTARA,TEMERLOH,2025-03-01,2025,3,3,1,1,0.8297120340706106,train
JENDERAK UTARA,TEMERLOH,2025-04-01,2025,4,3,1,1,0.7698427874042376,train
JENDERAK UTARA,TEMERLOH,2025-05-01,2025,5,3,1,1,0.8378021788288861,train
JENDERAK UTARA,TEMERLOH,2025-06-01,2025,6,2,1,1,0.8538568669201726,test
JENDERAK UTARA,TEMERLOH,2025-07-01,2025,7,2,1,0,0.7861615371393283,test
JENDERAK UTARA,TEMERLOH,2025-08-01,2025,8,1,0,1,0.7662078519857374,test
JENDERAK UTARA,TEMERLOH,2025-09-01,2025,9,2,1,1,0.7958042767955972,test
JENDERAK UTARA,TEMERLOH,2025-10-01,2025,10,2,1,1,0.7982203296363476,test
JENDERAK UTARA,TEMERLOH,2025-11-01,2025,11,3,1,1,0.819168535177642,test
JENGKA 3-7,MARAN,2023-01-01,2023,1,1,0,0,0.017408433782438525,train
JENGKA 3-7,MARAN,2023-02-01,2023,2,1,0,0,0.010385524745722114,train
JENGKA 3-7,MARAN,2023-03-01,2023,3,1,0,0,0.018331242648521224,train
JENGKA 3-7,MARAN,2023-04-01,2023,4,1,0,0,0.027224062853068273,train
JENGKA 3-7,MARAN,2023-05-01,2023,5,1,0,0,0.009540092754682537,train
JENGKA 3-7,MARAN,2023-06-01,2023,6,1,0,0,0.0177038633593116,train
JENGKA 3-7,MARAN,2023-07-01,2023,7,1,0,0,0.04135792388516507,train
JENGKA 3-7,MARAN,2023-08-01,2023,8,1,0,0,0.035679883034335155,train
JENGKA 3-7,MARAN,2023-09-01,2023,9,1,0,0,0.0074203622358034104,train
JENGKA 3-7,MARAN,2023-10-01,2023,10,1,0,0,0.019797095029272137,train
JENGKA 3-7,MARAN,2023-11-01,2023,11,1,0,0,0.029951170636576638,train
JENGKA 3-7,MARAN,2023-12-01,2023,12,1,0,0,0.013129599384533595,train
JENGKA 3-7,MARAN,2024-01-01,2024,1,1,0,0,0.004105065073815073,train
JENGKA 3-7,MARAN,2024-02-01,2024,2,1,0,0,0.0038894716394716395,train
JENGKA 3-7,MARAN,2024-03-01,2024,3,1,0,0,0.005819015665706842,train
JENGKA 3-7,MARAN,2024-04-01,2024,4,1,0,0,0.03887098072779185,train
JENGKA 3-7,MARAN,2024-05-01,2024,5,1,0,0,0.01667134247459241,train
JENGKA 3-7,MARAN,2024-06-01,2024,6,1,0,0,0.030400360793410814,train
JENGKA 3-7,MARAN,2024-07-01,2024,7,1,0,0,0.027893560586730076,train
JENGKA 3-7,MARAN,2024-08-01,2024,8,1,0,0,0.010402874086697614,train
JENGKA 3-7,MARAN,2024-09-01,2024,9,1,0,0,0.03634732574792221,train
JENGKA 3-7,MARAN,2024-10-01,2024,10,1,0,0,0.020182695727045574,train
JENGKA 3-7,MARAN,2024-11-01,2024,11,1,0,0,0.01374297759988549,train
JENGKA 3-7,MARAN,2024-12-01,2024,12,1,0,0,0.017306337041572268,train
JENGKA 3-7,MARAN,2025-01-01,2025,1,1,0,0,0.005979910504871805,train
JENGKA 3-7,MARAN,2025-02-01,2025,2,1,0,0,0.004874202798835152,train
JENGKA 3-7,MARAN,2025-03-01,2025,3,1,0,0,0.021681254890674895,train
JENGKA 3-7,MARAN,2025-04-01,2025,4,1,0,0,0.02263064310401687,train
JENGKA 3-7,MARAN,2025-05-01,2025,5,1,0,0,0.01975601066634516,train
JENGKA 3-7,MARAN,2025-06-01,2025,6,1,0,0,0.04561634969357154,test
JENGKA 3-7,MARAN,2025-07-01,2025,7,1,0,0,0.019162926566343073,test
JENGKA 3-7,MARAN,2025-08-01,2025,8,1,0,0,0.03320001996110657,test
JENGKA 3-7,MARAN,2025-09-01,2025,9,1,0,0,0.05500126467959283,test
JENGKA 3-7,MARAN,2025-10-01,2025,10,1,0,0,0.011410038895274126,test
JENGKA 3-7,MARAN,2025-11-01,2025,11,1,0,0,0.01747185646367063,test
JENGKA 8,JERANTUT,2023-01-01,2023,1,1,0,0,0.05065214921427986,train
JENGKA 8,JERANTUT,2023-02-01,2023,2,1,0,0,0.0415381753183009,train
JENGKA 8,JERANTUT,2023-03-01,2023,3,1,0,0,0.02798518179647746,train
JENGKA 8,JERANTUT,2023-04-01,2023,4,1,0,0,0.04629943205364987,train
JENGKA 8,JERANTUT,2023-05-01,2023,5,0,0,0,0.04374684724840025,train
JENGKA 8,JERANTUT,2023-06-01,2023,6,1,0,0,0.05308359876621796,train
JENGKA 8,JERANTUT,2023-07-01,2023,7,1,0,0,0.05237755994580304,train
JENGKA 8,JERANTUT,2023-08-01,2023,8,1,0,1,0.11666278535367289,train
JENGKA 8,JERANTUT,2023-09-01,2023,9,2,1,0,0.08583385470852462,train
JENGKA 8,JERANTUT,2023-10-01,2023,10,1,0,0,0.04773201683370878,train
JENGKA 8,JERANTUT,2023-11-01,2023,11,1,0,0,0.06840835159393477,train
JENGKA 8,JERANTUT,2023-12-01,2023,12,1,0,0,0.055289730108390514,train
JENGKA 8,JERANTUT,2024-01-01,2024,1,1,0,0,0.04126623863794369,train
JENGKA 8,JERANTUT,2024-02-01,2024,2,1,0,0,0.05120602829491856,train
JENGKA 8,JERANTUT,2024-03-01,2024,3,1,0,0,0.05943944162638846,train
JENGKA 8,JERANTUT,2024-04-01,2024,4,1,0,1,0.12153995005895551,train
JENGKA 8,JERANTUT,2024-05-01,2024,5,2,1,0,0.10998002884387459,train
JENGKA 8,JERANTUT,2024-06-01,2024,6,1,0,0,0.08401392269144203,train
JENGKA 8,JERANTUT,2024-07-01,2024,7,1,0,0,0.07538998128368636,train
JENGKA 8,JERANTUT,2024-08-01,2024,8,1,0,0,0.06258696003172169,train
JENGKA 8,JERANTUT,2024-09-01,2024,9,1,0,0,0.05526091073094921,train
JENGKA 8,JERANTUT,2024-10-01,2024,10,1,0,0,0.0559970389029671,train
JENGKA 8,JERANTUT,2024-11-01,2024,11,1,0,0,0.03735012552521847,train
JENGKA 8,JERANTUT,2024-12-01,2024,12,1,0,0,0.03599546282680576,train
JENGKA 8,JERANTUT,2025-01-01,2025,1,1,0,0,0.040992420363325316,train
JENGKA 8,JERANTUT,2025-02-01,2025,2,1,0,0,0.046532457316881916,train
JENGKA 8,JERANTUT,2025-03-01,2025,3,1,0,0,0.05782615803664522,train
JENGKA 8,JERANTUT,2025-04-01,2025,4,1,0,0,0.06095451388515349,train
JENGKA 8,JERANTUT,2025-05-01,2025,5,1,0,0,0.053155128200132136,train
JENGKA 8,JERANTUT,2025-06-01,2025,6,0,0,0,0.06883514838212638,test
JENGKA 8,JERANTUT,2025-07-01,2025,7,1,0,0,0.07225171982413323,test
JENGKA 8,JERANTUT,2025-08-01,2025,8,1,0,0,0.05947203982301866,test
JENGKA 8,JERANTUT,2025-09-01,2025,9,1,0,0,0.05150325072053139,test
JENGKA 8,JERANTUT,2025-10-01,2025,10,1,0,0,0.036268505560085415,test
JENGKA 8,JERANTUT,2025-11-01,2025,11,1,0,0,0.04848323916115126,test
JENGKA UTAMA,MARAN,2023-01-01,2023,1,14,1,1,0.9929146825396826,train
JENGKA UTAMA,MARAN,2023-02-01,2023,2,9,1,1,0.9992307692307691,train
JENGKA UTAMA,MARAN,2023-03-01,2023,3,10,1,1,1.0,train
JENGKA UTAMA,MARAN,2023-04-01,2023,4,7,1,1,1.0,train
JENGKA UTAMA,MARAN,2023-05-01,2023,5,19,1,1,1.0,train
JENGKA UTAMA,MARAN,2023-06-01,2023,6,15,1,1,0.9986666666666667,train
JENGKA UTAMA,MARAN,2023-07-01,2023,7,7,1,1,1.0,train
JENGKA UTAMA,MARAN,2023-08-01,2023,8,7,1,1,1.0,train
JENGKA UTAMA,MARAN,2023-09-01,2023,9,21,1,1,0.9951355311355311,train
JENGKA UTAMA,MARAN,2023-10-01,2023,10,9,1,1,0.9986666666666667,train
JENGKA UTAMA,MARAN,2023-11-01,2023,11,9,1,1,0.998154970760234,train
JENGKA UTAMA,MARAN,2023-12-01,2023,12,18,1,1,1.0,train
JENGKA UTAMA,MARAN,2024-01-01,2024,1,7,1,1,1.0,train
JENGKA UTAMA,MARAN,2024-02-01,2024,2,16,1,1,1.0,train
JENGKA UTAMA,MARAN,2024-03-01,2024,3,17,1,1,1.0,train
JENGKA UTAMA,MARAN,2024-04-01,2024,4,13,1,1,1.0,train
JENGKA UTAMA,MARAN,2024-05-01,2024,5,13,1,1,1.0,train
JENGKA UTAMA,MARAN,2024-06-01,2024,6,16,1,1,1.0,train
JENGKA UTAMA,MARAN,2024-07-01,2024,7,20,1,1,1.0,train
JENGKA UTAMA,MARAN,2024-08-01,2024,8,20,1,1,0.9986538461538461,train
JENGKA UTAMA,MARAN,2024-09-01,2024,9,15,1,1,0.9986538461538461,train
JENGKA UTAMA,MARAN,2024-10-01,2024,10,19,1,1,1.0,train
JENGKA UTAMA,MARAN,2024-11-01,2024,11,13,1,1,1.0,train
JENGKA UTAMA,MARAN,2024-12-01,2024,12,15,1,1,1.0,train
JENGKA UTAMA,MARAN,2025-01-01,2025,1,18,1,1,1.0,train
JENGKA UTAMA,MARAN,2025-02-01,2025,2,19,1,1,1.0,train
JENGKA UTAMA,MARAN,2025-03-01,2025,3,6,1,1,1.0,train
JENGKA UTAMA,MARAN,2025-04-01,2025,4,7,1,1,0.9996875,train
JENGKA UTAMA,MARAN,2025-05-01,2025,5,12,1,1,0.9996875,train
JENGKA UTAMA,MARAN,2025-06-01,2025,6,7,1,1,0.9977291666666668,test
JENGKA UTAMA,MARAN,2025-07-01,2025,7,19,1,1,1.0,test
JENGKA UTAMA,MARAN,2025-08-01,2025,8,8,1,1,0.9986538461538461,test
JENGKA UTAMA,MARAN,2025-09-01,2025,9,15,1,1,0.9986538461538461,test
JENGKA UTAMA,MARAN,2025-10-01,2025,10,17,1,1,1.0,test
JENGKA UTAMA,MARAN,2025-11-01,2025,11,12,1,1,1.0,test
KARAK,BENTONG,2023-01-01,2023,1,2,1,0,0.2556584770924725,train
KARAK,BENTONG,2023-02-01,2023,2,1,0,0,0.16857046252085037,train
KARAK,BENTONG,2023-03-01,2023,3,1,0,0,0.1798282782631805,train
KARAK,BENTONG,2023-04-01,2023,4,1,0,0,0.18799845677584615,train
KARAK,BENTONG,2023-05-01,2023,5,1,0,0,0.2113441306256646,train
KARAK,BENTONG,2023-06-01,2023,6,1,0,1,0.3637539817915091,train
KARAK,BENTONG,2023-07-01,2023,7,2,1,0,0.19854080681676195,train
KARAK,BENTONG,2023-08-01,2023,8,1,0,0,0.2685778335642439,train
KARAK,BENTONG,2023-09-01,2023,9,1,0,1,0.40920873145803616,train
KARAK,BENTONG,2023-10-01,2023,10,2,1,0,0.22826623742316593,train
KARAK,BENTONG,2023-11-01,2023,11,1,0,0,0.21629787935411518,train
KARAK,BENTONG,2023-12-01,2023,12,1,0,0,0.25314942257891554,train
KARAK,BENTONG,2024-01-01,2024,1,1,0,1,0.4486637900388947,train
KARAK,BENTONG,2024-02-01,2024,2,2,1,0,0.26293364616079695,train
KARAK,BENTONG,2024-03-01,2024,3,1,0,0,0.1430359464295877,train
KARAK,BENTONG,2024-04-01,2024,4,1,0,0,0.2351148015224257,train
KARAK,BENTONG,2024-05-01,2024,5,1,0,0,0.16286354854423873,train
KARAK,BENTONG,2024-06-01,2024,6,1,0,0,0.24984158678616628,train
KARAK,BENTONG,2024-07-01,2024,7,1,0,1,0.3822722403039584,train
KARAK,BENTONG,2024-08-01,2024,8,2,1,0,0.2138403823896314,train
KARAK,BENTONG,2024-09-01,2024,9,1,0,0,0.21215857329879584,train
KARAK,BENTONG,2024-10-01,2024,10,1,0,1,0.39699308055164595,train
KARAK,BENTONG,2024-11-01,2024,11,2,1,1,0.3824419539200772,train
KARAK,BENTONG,2024-12-01,2024,12,2,1,1,0.39822442627570936,train
KARAK,BENTONG,2025-01-01,2025,1,2,1,1,0.3866290133554213,train
KARAK,BENTONG,2025-02-01,2025,2,2,1,0,0.2775703007545267,train
KARAK,BENTONG,2025-03-01,2025,3,1,0,0,0.22703039593483423,train
KARAK,BENTONG,2025-04-01,2025,4,1,0,0,0.23941855438311477,train
KARAK,BENTONG,2025-05-01,2025,5,1,0,0,0.24360141329186452,train
KARAK,BENTONG,2025-06-01,2025,6,1,0,0,0.22180315733171937,test
KARAK,BENTONG,2025-07-01,2025,7,1,0,0,0.31168505060223933,test
KARAK,BENTONG,2025-08-01,2025,8,1,0,1,0.21200092350711383,test
KARAK,BENTONG,2025-09-01,2025,9,2,1,1,0.2069383414364024,test
KARAK,BENTONG,2025-10-01,2025,10,2,1,0,0.2726288606008174,test
KARAK,BENTONG,2025-11-01,2025,11,1,0,0,0.254909997826669,test
KARAK INDAH,BENTONG,2023-01-01,2023,1,1,0,1,0.1462666463586946,train
KARAK INDAH,BENTONG,2023-02-01,2023,2,2,1,0,0.13012996832652984,train
KARAK INDAH,BENTONG,2023-03-01,2023,3,1,0,0,0.10968872074334056,train
KARAK INDAH,BENTONG,2023-04-01,2023,4,0,0,0,0.10173875313838396,train
KARAK INDAH,BENTONG,2023-05-01,2023,5,1,0,0,0.12448043331372867,train
KARAK INDAH,BENTONG,2023-06-01,2023,6,1,0,1,0.1845604888214292,train
KARAK INDAH,BENTONG,2023-07-01,2023,7,2,1,1,0.21057346317254425,train
KARAK INDAH,BENTONG,2023-08-01,2023,8,2,1,0,0.18937909655206717,train
KARAK INDAH,BENTONG,2023-09-01,2023,9,1,0,0,0.09145937384706376,train
KARAK INDAH,BENTONG,2023-10-01,2023,10,1,0,0,0.11062232538515791,train
KARAK INDAH,BENTONG,2023-11-01,2023,11,1,0,0,0.09688715745903637,train
KARAK INDAH,BENTONG,2023-12-01,2023,12,1,0,0,0.10143945916026033,train
KARAK INDAH,BENTONG,2024-01-01,2024,1,1,0,0,0.10174127686262575,train
KARAK INDAH,BENTONG,2024-02-01,2024,2,1,0,0,0.08844829412878617,train
KARAK INDAH,BENTONG,2024-03-01,2024,3,1,0,0,0.09184297991257104,train
KARAK INDAH,BENTONG,2024-04-01,2024,4,1,0,0,0.0878774194281514,train
KARAK INDAH,BENTONG,2024-05-01,2024,5,1,0,0,0.0319473382427849,train
KARAK INDAH,BENTONG,2024-06-01,2024,6,1,0,0,0.03671211461575847,train
KARAK INDAH,BENTONG,2024-07-01,2024,7,1,0,0,0.10263898363148874,train
KARAK INDAH,BENTONG,2024-08-01,2024,8,1,0,0,0.06186121486623748,train
KARAK INDAH,BENTONG,2024-09-01,2024,9,1,0,0,0.040236246152177475,train
KARAK INDAH,BENTONG,2024-10-01,2024,10,1,0,0,0.06979891308214892,train
KARAK INDAH,BENTONG,2024-11-01,2024,11,1,0,0,0.0660766681467798,train
KARAK INDAH,BENTONG,2024-12-01,2024,12,1,0,0,0.039314855987923565,train
KARAK INDAH,BENTONG,2025-01-01,2025,1,1,0,0,0.062252107981243344,train
KARAK INDAH,BENTONG,2025-02-01,2025,2,1,0,1,0.14514846548298208,train
KARAK INDAH,BENTONG,2025-03-01,2025,3,2,1,0,0.12372444525784877,train
KARAK INDAH,BENTONG,2025-04-01,2025,4,1,0,0,0.10001092760063626,train
KARAK INDAH,BENTONG,2025-05-01,2025,5,1,0,0,0.11838167535919196,train
KARAK INDAH,BENTONG,2025-06-01,2025,6,1,0,0,0.07894253620536779,test
KARAK INDAH,BENTONG,2025-07-01,2025,7,1,0,0,0.07260486606443424,test
KARAK INDAH,BENTONG,2025-08-01,2025,8,1,0,1,0.12017554592613909,test
KARAK INDAH,BENTONG,2025-09-01,2025,9,2,1,1,0.16537812974469657,test
KARAK INDAH,BENTONG,2025-10-01,2025,10,2,1,1,0.16124183356774122,test
KARAK INDAH,BENTONG,2025-11-01,2025,11,2,1,0,0.15014227657689155,test
KECHAU,LIPIS,2023-01-01,2023,1,2,1,1,0.7164421018014896,train
KECHAU,LIPIS,2023-02-01,2023,2,3,1,0,0.4378927920755304,train
KECHAU,LIPIS,2023-03-01,2023,3,1,0,0,0.606768136592435,train
KECHAU,LIPIS,2023-04-01,2023,4,1,0,1,0.7261982798187632,train
KECHAU,LIPIS,2023-05-01,2023,5,3,1,1,0.6067440769801453,train
KECHAU,LIPIS,2023-06-01,2023,6,2,1,1,0.7099020367886655,train
KECHAU,LIPIS,2023-07-01,2023,7,2,1,1,0.7349495392533602,train
KECHAU,LIPIS,2023-08-01,2023,8,3,1,1,0.6932500892122198,train
KECHAU,LIPIS,2023-09-01,2023,9,2,1,0,0.4710703636603344,train
KECHAU,LIPIS,2023-10-01,2023,10,1,0,1,0.7057812314200543,train
KECHAU,LIPIS,2023-11-01,2023,11,3,1,0,0.4055939964273137,train
KECHAU,LIPIS,2023-12-01,2023,12,1,0,0,0.5438348053673638,train
KECHAU,LIPIS,2024-01-01,2024,1,1,0,1,0.7293772841342794,train
KECHAU,LIPIS,2024-02-01,2024,2,3,1,1,0.6208721296364106,train
KECHAU,LIPIS,2024-03-01,2024,3,2,1,1,0.6434768616297827,train
KECHAU,LIPIS,2024-04-01,2024,4,2,1,0,0.5782439762751048,train
KECHAU,LIPIS,2024-05-01,2024,5,1,0,1,0.7506428736107735,train
KECHAU,LIPIS,2024-06-01,2024,6,3,1,0,0.4669878022018586,train
KECHAU,LIPIS,2024-07-01,2024,7,1,0,1,0.6217897663133404,train
KECHAU,LIPIS,2024-08-01,2024,8,2,1,0,0.49065704723198633,train
KECHAU,LIPIS,2024-09-01,2024,9,1,0,0,0.6196075312105763,train
KECHAU,LIPIS,2024-10-01,2024,10,1,0,1,0.7377712244183361,train
KECHAU,LIPIS,2024-11-01,2024,11,3,1,0,0.479084568944845,train
KECHAU,LIPIS,2024-12-01,2024,12,1,0,1,0.7154640872237182,train
KECHAU,LIPIS,2025-01-01,2025,1,2,1,0,0.5970987379447085,train
KECHAU,LIPIS,2025-02-01,2025,2,1,0,1,0.7349585812848151,train
KECHAU,LIPIS,2025-03-01,2025,3,2,1,1,0.7007416362228507,train
KECHAU,LIPIS,2025-04-01,2025,4,3,1,1,0.583801105251181,train
KECHAU,LIPIS,2025-05-01,2025,5,3,1,1,0.7035074160763886,train
KECHAU,LIPIS,2025-06-01,2025,6,2,1,1,0.6309182433624071,test
KECHAU,LIPIS,2025-07-01,2025,7,2,1,1,0.6183229156204686,test
KECHAU,LIPIS,2025-08-01,2025,8,3,1,1,0.6933894444440206,test
KECHAU,LIPIS,2025-09-01,2025,9,3,1,0,0.6062500989184961,test
KECHAU,LIPIS,2025-10-01,2025,10,1,0,1,0.7368364025405625,test
KECHAU,LIPIS,2025-11-01,2025,11,2,1,1,0.6255117634480974,test
KERTAU,MARAN,2023-01-01,2023,1,2,1,0,0.4327705633560452,train
KERTAU,MARAN,2023-02-01,2023,2,1,0,1,0.5817880793245487,train
KERTAU,MARAN,2023-03-01,2023,3,2,1,1,0.7712105862824911,train
KERTAU,MARAN,2023-04-01,2023,4,3,1,1,0.6936422813614138,train
KERTAU,MARAN,2023-05-01,2023,5,2,1,1,0.6423762374088957,train
KERTAU,MARAN,2023-06-01,2023,6,2,1,1,0.7269036385622877,train
KERTAU,MARAN,2023-07-01,2023,7,2,1,1,0.746564249731734,train
KERTAU,MARAN,2023-08-01,2023,8,3,1,1,0.7358052017776344,train
KERTAU,MARAN,2023-09-01,2023,9,2,1,1,0.7332114332899451,train
KERTAU,MARAN,2023-10-01,2023,10,2,1,0,0.5387432304117044,train
KERTAU,MARAN,2023-11-01,2023,11,1,0,0,0.4401971590430655,train
KERTAU,MARAN,2023-12-01,2023,12,1,0,0,0.37008856218884084,train
KERTAU,MARAN,2024-01-01,2024,1,1,0,1,0.6617366216310232,train
KERTAU,MARAN,2024-02-01,2024,2,2,1,0,0.4750187489733512,train
KERTAU,MARAN,2024-03-01,2024,3,1,0,1,0.6870933555059072,train
KERTAU,MARAN,2024-04-01,2024,4,2,1,1,0.6637928632195422,train
KERTAU,MARAN,2024-05-01,2024,5,2,1,1,0.6603149702617533,train
KERTAU,MARAN,2024-06-01,2024,6,2,1,0,0.47920692214088306,train
KERTAU,MARAN,2024-07-01,2024,7,1,0,0,0.43647920766767706,train
KERTAU,MARAN,2024-08-01,2024,8,1,0,0,0.5517210562543087,train
KERTAU,MARAN,2024-09-01,2024,9,1,0,1,0.731649089958838,train
KERTAU,MARAN,2024-10-01,2024,10,2,1,0,0.5566872315798991,train
KERTAU,MARAN,2024-11-01,2024,11,1,0,1,0.6554237760897934,train
KERTAU,MARAN,2024-12-01,2024,12,2,1,1,0.6548823522258761,train
KERTAU,MARAN,2025-01-01,2025,1,2,1,1,0.677364792409052,train
KERTAU,MARAN,2025-02-01,2025,2,2,1,1,0.6017421540273546,train
KERTAU,MARAN,2025-03-01,2025,3,2,1,1,0.6726655978096623,train
KERTAU,MARAN,2025-04-01,2025,4,2,1,0,0.38955660862481184,train
KERTAU,MARAN,2025-05-01,2025,5,1,0,0,0.34846399644069015,train
KERTAU,MARAN,2025-06-01,2025,6,1,0,0,0.6006199676548455,test
KERTAU,MARAN,2025-07-01,2025,7,1,0,1,0.5425099801348051,test
KERTAU,MARAN,2025-08-01,2025,8,2,1,0,0.6161233171760877,test
KERTAU,MARAN,2025-09-01,2025,9,1,0,1,0.5828368526724598,test
KERTAU,MARAN,2025-10-01,2025,10,2,1,1,0.505684243096328,test
KERTAU,MARAN,2025-11-01,2025,11,2,1,0,0.5097868763746125,test
KG BANTAL,JERANTUT,2023-01-01,2023,1,2,1,0,0.17999441245495132,train
KG BANTAL,JERANTUT,2023-02-01,2023,2,1,0,1,0.33240256547825586,train
KG BANTAL,JERANTUT,2023-03-01,2023,3,2,1,0,0.21263161713732917,train
KG BANTAL,JERANTUT,2023-04-01,2023,4,1,0,0,0.16667304104448197,train
KG BANTAL,JERANTUT,2023-05-01,2023,5,1,0,0,0.18195324144510974,train
KG BANTAL,JERANTUT,2023-06-01,2023,6,1,0,1,0.34491662044268573,train
KG BANTAL,JERANTUT,2023-07-01,2023,7,2,1,0,0.16624279130421363,train
KG BANTAL,JERANTUT,2023-08-01,2023,8,1,0,0,0.17588250259982677,train
KG BANTAL,JERANTUT,2023-09-01,2023,9,1,0,1,0.34757262894739754,train
KG BANTAL,JERANTUT,2023-10-01,2023,10,2,1,0,0.1724122706406514,train
KG BANTAL,JERANTUT,2023-11-01,2023,11,1,0,0,0.15609626203677268,train
KG BANTAL,JERANTUT,2023-12-01,2023,12,1,0,0,0.1932300368865941,train
KG BANTAL,JERANTUT,2024-01-01,2024,1,1,0,0,0.1972481258524392,train
KG BANTAL,JERANTUT,2024-02-01,2024,2,1,0,0,0.16615596801413737,train
KG BANTAL,JERANTUT,2024-03-01,2024,3,1,0,0,0.1404951684298933,train
KG BANTAL,JERANTUT,2024-04-01,2024,4,1,0,1,0.29067977625178903,train
KG BANTAL,JERANTUT,2024-05-01,2024,5,2,1,0,0.2049588493954256,train
KG BANTAL,JERANTUT,2024-06-01,2024,6,1,0,0,0.1354903907678019,train
KG BANTAL,JERANTUT,2024-07-01,2024,7,1,0,1,0.3158773371010933,train
KG BANTAL,JERANTUT,2024-08-01,2024,8,2,1,0,0.15013564866288687,train
KG BANTAL,JERANTUT,2024-09-01,2024,9,0,0,0,0.17055920411149103,train
KG BANTAL,JERANTUT,2024-10-01,2024,10,1,0,1,0.3661615655659072,train
KG BANTAL,JERANTUT,2024-11-01,2024,11,2,1,0,0.19570890892769083,train
KG BANTAL,JERANTUT,2024-12-01,2024,12,1,0,0,0.15643203066606123,train
KG BANTAL,JERANTUT,2025-01-01,2025,1,1,0,0,0.2229894399377705,train
KG BANTAL,JERANTUT,2025-02-01,2025,2,1,0,1,0.3262800669263526,train
KG BANTAL,JERANTUT,2025-03-01,2025,3,2,1,0,0.19592361924664586,train
KG BANTAL,JERANTUT,2025-04-01,2025,4,1,0,0,0.13344546703101995,train
KG BANTAL,JERANTUT,2025-05-01,2025,5,1,0,0,0.17074228875893124,train
KG BANTAL,JERANTUT,2025-06-01,2025,6,1,0,0,0.2465044945128262,test
KG BANTAL,JERANTUT,2025-07-01,2025,7,1,0,0,0.21673973663238788,test
KG BANTAL,JERANTUT,2025-08-01,2025,8,1,0,0,0.2736491649984322,test
