plant,district,date,year,month,pipe_bursts,elevated,elevated_next,predicted,split
MELA,LIPIS,2025-06-01,2025,6,1,0,1,0.5665839576295462,test
MELA,LIPIS,2025-07-01,2025,7,2,1,1,0.5176007266683114,test
MELA,LIPIS,2025-08-01,2025,8,2,1,0,0.5820422521646662,test
MELA,LIPIS,2025-09-01,2025,9,1,0,0,0.43946228107712004,test
MELA,LIPIS,2025-10-01,2025,10,1,0,0,0.5490591236317974,test
MELA,LIPIS,2025-11-01,2025,11,1,0,0,0.48237142313970893,test
MEMPAGA,BENTONG,2023-01-01,2023,1,1,0,0,0.0986677223772947,train
MEMPAGA,BENTONG,2023-02-01,2023,2,1,0,0,0.09026684236581922,train
MEMPAGA,BENTONG,2023-03-01,2023,3,1,0,0,0.13022854289128763,train
MEMPAGA,BENTONG,2023-04-01,2023,4,1,0,0,0.07939978959180213,train
MEMPAGA,BENTONG,2023-05-01,2023,5,1,0,0,0.10680325577011232,train
MEMPAGA,BENTONG,2023-06-01,2023,6,1,0,1,0.1856902504959116,train
MEMPAGA,BENTONG,2023-07-01,2023,7,2,1,0,0.15143288322659468,train
MEMPAGA,BENTONG,2023-08-01,2023,8,1,0,0,0.09704629003470694,train
MEMPAGA,BENTONG,2023-09-01,2023,9,1,0,0,0.1092565789731114,train
MEMPAGA,BENTONG,2023-10-01,2023,10,1,0,0,0.10154964592184196,train
MEMPAGA,BENTONG,2023-11-01,2023,11,1,0,0,0.12324859400113658,train
MEMPAGA,BENTONG,2023-12-01,2023,12,1,0,0,0.15352358914533082,train
MEMPAGA,BENTONG,2024-01-01,2024,1,0,0,1,0.22050088637703136,train
MEMPAGA,BENTONG,2024-02-01,2024,2,2,1,0,0.1422188912398842,train
MEMPAGA,BENTONG,2024-03-01,2024,3,1,0,0,0.11157040403725413,train
MEMPAGA,BENTONG,2024-04-01,2024,4,1,0,0,0.1008579938697667,train
MEMPAGA,BENTONG,2024-05-01,2024,5,1,0,0,0.12568903796656852,train
MEMPAGA,BENTONG,2024-06-01,2024,6,1,0,0,0.08520512555510454,train
MEMPAGA,BENTONG,2024-07-01,2024,7,1,0,0,0.08909234371822693,train
MEMPAGA,BENTONG,2024-08-01,2024,8,1,0,0,0.06786631594718565,train
MEMPAGA,BENTONG,2024-09-01,2024,9,1,0,0,0.07058252217139682,train
MEMPAGA,BENTONG,2024-10-01,2024,10,1,0,0,0.08061757177785163,train
MEMPAGA,BENTONG,2024-11-01,2024,11,1,0,0,0.0960516368912922,train
MEMPAGA,BENTONG,2024-12-01,2024,12,1,0,0,0.09962073820119909,train
MEMPAGA,BENTONG,2025-01-01,2025,1,1,0,0,0.083964004390395,train
MEMPAGA,BENTONG,2025-02-01,2025,2,1,0,0,0.07993077844376723,train
MEMPAGA,BENTONG,2025-03-01,2025,3,1,0,0,0.08427664374095825,train
MEMPAGA,BENTONG,2025-04-01,2025,4,1,0,0,0.06126600550834452,train
MEMPAGA,BENTONG,2025-05-01,2025,5,1,0,0,0.06006643383678384,train
MEMPAGA,BENTONG,2025-06-01,2025,6,1,0,0,0.07634114698093869,test
MEMPAGA,BENTONG,2025-07-01,2025,7,1,0,0,0.12147003203007832,test
MEMPAGA,BENTONG,2025-08-01,2025,8,1,0,0,0.09536262814947814,test
MEMPAGA,BENTONG,2025-09-01,2025,9,1,0,0,0.10137071354913002,test
MEMPAGA,BENTONG,2025-10-01,2025,10,1,0,1,0.09771719063016594,test
MEMPAGA,BENTONG,2025-11-01,2025,11,2,1,0,0.17997541025960662,test
MEMPATEH,TEMERLOH,2023-01-01,2023,1,1,0,0,0.0036385057924531606,train
MEMPATEH,TEMERLOH,2023-02-01,2023,2,1,0,0,0.008931884380239645,train
MEMPATEH,TEMERLOH,2023-03-01,2023,3,1,0,0,0.006460552927464693,train
MEMPATEH,TEMERLOH,2023-04-01,2023,4,1,0,0,0.00798399059987514,train
MEMPATEH,TEMERLOH,2023-05-01,2023,5,1,0,0,0.004635004940711463,train
MEMPATEH,TEMERLOH,2023-06-01,2023,6,1,0,0,0.006338668343871768,train
MEMPATEH,TEMERLOH,2023-07-01,2023,7,1,0,0,0.013249312932061283,train
MEMPATEH,TEMERLOH,2023-08-01,2023,8,1,0,0,0.008275366586028352,train
MEMPATEH,TEMERLOH,2023-09-01,2023,9,0,0,0,0.006021756011016848,train
MEMPATEH,TEMERLOH,2023-10-01,2023,10,1,0,0,0.003429948734746655,train
MEMPATEH,TEMERLOH,2023-11-01,2023,11,1,0,0,0.009581336276382718,train
MEMPATEH,TEMERLOH,2023-12-01,2023,12,1,0,0,0.005028094486782567,train
MEMPATEH,TEMERLOH,2024-01-01,2024,1,1,0,0,0.00412619054706903,train
MEMPATEH,TEMERLOH,2024-02-01,2024,2,1,0,0,0.012773649630383375,train
MEMPATEH,TEMERLOH,2024-03-01,2024,3,1,0,0,0.0034037788192199953,train
MEMPATEH,TEMERLOH,2024-04-01,2024,4,1,0,0,0.003201922704320402,train
MEMPATEH,TEMERLOH,2024-05-01,2024,5,1,0,0,0.0009900561395126612,train
MEMPATEH,TEMERLOH,2024-06-01,2024,6,1,0,0,0.013418838359720383,train
MEMPATEH,TEMERLOH,2024-07-01,2024,7,1,0,0,0.005181852038545401,train
MEMPATEH,TEMERLOH,2024-08-01,2024,8,1,0,0,0.007503525191100909,train
MEMPATEH,TEMERLOH,2024-09-01,2024,9,1,0,0,0.0015472281341846561,train
MEMPATEH,TEMERLOH,2024-10-01,2024,10,1,0,0,0.005039632476917946,train
MEMPATEH,TEMERLOH,2024-11-01,2024,11,1,0,0,0.004373247764017888,train
MEMPATEH,TEMERLOH,2024-12-01,2024,12,1,0,0,0.0039025689223057642,train
MEMPATEH,TEMERLOH,2025-01-01,2025,1,1,0,0,0.0015590579710144925,train
MEMPATEH,TEMERLOH,2025-02-01,2025,2,1,0,0,0.00971982549081839,train
MEMPATEH,TEMERLOH,2025-03-01,2025,3,1,0,0,0.006565271930904084,train
MEMPATEH,TEMERLOH,2025-04-01,2025,4,1,0,0,0.002923338682992573,train
MEMPATEH,TEMERLOH,2025-05-01,2025,5,1,0,0,0.008046767194170946,train
MEMPATEH,TEMERLOH,2025-06-01,2025,6,1,0,0,0.014423084113966131,test
MEMPATEH,TEMERLOH,2025-07-01,2025,7,1,0,0,0.006370598069203199,test
MEMPATEH,TEMERLOH,2025-08-01,2025,8,0,0,0,0.016740949949516037,test
MEMPATEH,TEMERLOH,2025-09-01,2025,9,1,0,0,0.012792297754275306,test
MEMPATEH,TEMERLOH,2025-10-01,2025,10,1,0,0,0.0023181273383479266,test
MEMPATEH,TEMERLOH,2025-11-01,2025,11,1,0,0,0.0048586122157893265,test
MERAPOH,LIPIS,2023-01-01,2023,1,1,0,0,0.20819970089944875,train
MERAPOH,LIPIS,2023-02-01,2023,2,1,0,0,0.20821326076097843,train
MERAPOH,LIPIS,2023-03-01,2023,3,1,0,0,0.2686001120436843,train
MERAPOH,LIPIS,2023-04-01,2023,4,1,0,0,0.24696216218656172,train
MERAPOH,LIPIS,2023-05-01,2023,5,1,0,1,0.35916861700090075,train
MERAPOH,LIPIS,2023-06-01,2023,6,2,1,0,0.2247469216647873,train
MERAPOH,LIPIS,2023-07-01,2023,7,1,0,0,0.28772430410643485,train
MERAPOH,LIPIS,2023-08-01,2023,8,1,0,0,0.297310276648594,train
MERAPOH,LIPIS,2023-09-01,2023,9,1,0,1,0.45874467658845014,train
MERAPOH,LIPIS,2023-10-01,2023,10,2,1,0,0.2572625278936354,train
MERAPOH,LIPIS,2023-11-01,2023,11,1,0,0,0.23506890703551597,train
MERAPOH,LIPIS,2023-12-01,2023,12,1,0,0,0.1836038069002359,train
MERAPOH,LIPIS,2024-01-01,2024,1,1,0,0,0.16057584979901532,train
MERAPOH,LIPIS,2024-02-01,2024,2,1,0,0,0.24260857497340443,train
MERAPOH,LIPIS,2024-03-01,2024,3,1,0,1,0.3743868404401694,train
MERAPOH,LIPIS,2024-04-01,2024,4,2,1,0,0.24963530071271525,train
MERAPOH,LIPIS,2024-05-01,2024,5,1,0,0,0.247209601512786,train
MERAPOH,LIPIS,2024-06-01,2024,6,1,0,0,0.3354457848050426,train
MERAPOH,LIPIS,2024-07-01,2024,7,1,0,1,0.41517490315579175,train
MERAPOH,LIPIS,2024-08-01,2024,8,2,1,1,0.5554654416422579,train
MERAPOH,LIPIS,2024-09-01,2024,9,2,1,1,0.5464973453801995,train
MERAPOH,LIPIS,2024-10-01,2024,10,2,1,0,0.30650612438828423,train
MERAPOH,LIPIS,2024-11-01,2024,11,1,0,0,0.23008852990673392,train
MERAPOH,LIPIS,2024-12-01,2024,12,1,0,0,0.1917763534204768,train
MERAPOH,LIPIS,2025-01-01,2025,1,1,0,0,0.21483187054767844,train
MERAPOH,LIPIS,2025-02-01,2025,2,1,0,1,0.4124798761622146,train
MERAPOH,LIPIS,2025-03-01,2025,3,2,1,0,0.3815817899435718,train
MERAPOH,LIPIS,2025-04-01,2025,4,1,0,0,0.3172763950528374,train
MERAPOH,LIPIS,2025-05-01,2025,5,1,0,0,0.32656830970228784,train
MERAPOH,LIPIS,2025-06-01,2025,6,1,0,1,0.31395909784250675,test
MERAPOH,LIPIS,2025-07-01,2025,7,2,1,0,0.33280467520613805,test
MERAPOH,LIPIS,2025-08-01,2025,8,1,0,1,0.44501826324846616,test
MERAPOH,LIPIS,2025-09-01,2025,9,2,1,0,0.3625809343771321,test
MERAPOH,LIPIS,2025-10-01,2025,10,1,0,1,0.270305832320721,test
MERAPOH,LIPIS,2025-11-01,2025,11,2,1,1,0.33369156863765953,test
MUADZAM SHAH,ROMPIN,2023-01-01,2023,1,2,1,0,0.2198026937099918,train
MUADZAM SHAH,ROMPIN,2023-02-01,2023,2,1,0,0,0.22258116499373812,train
MUADZAM SHAH,ROMPIN,2023-03-01,2023,3,1,0,0,0.19444328548605203,train
MUADZAM SHAH,ROMPIN,2023-04-01,2023,4,1,0,0,0.19051557156797594,train
MUADZAM SHAH,ROMPIN,2023-05-01,2023,5,1,0,0,0.20208378008603917,train
MUADZAM SHAH,ROMPIN,2023-06-01,2023,6,1,0,0,0.2126500977358588,train
MUADZAM SHAH,ROMPIN,2023-07-01,2023,7,1,0,0,0.2035770659439071,train
MUADZAM SHAH,ROMPIN,2023-08-01,2023,8,1,0,0,0.2287476174776989,train
MUADZAM SHAH,ROMPIN,2023-09-01,2023,9,1,0,0,0.21710491943941992,train
MUADZAM SHAH,ROMPIN,2023-10-01,2023,10,1,0,1,0.33095185838375457,train
MUADZAM SHAH,ROMPIN,2023-11-01,2023,11,2,1,1,0.35249012401698926,train
MUADZAM SHAH,ROMPIN,2023-12-01,2023,12,2,1,0,0.24926477450194492,train
MUADZAM SHAH,ROMPIN,2024-01-01,2024,1,1,0,0,0.189723526017154,train
MUADZAM SHAH,ROMPIN,2024-02-01,2024,2,1,0,1,0.30413042123276895,train
MUADZAM SHAH,ROMPIN,2024-03-01,2024,3,2,1,0,0.24708229534088044,train
MUADZAM SHAH,ROMPIN,2024-04-01,2024,4,1,0,1,0.31997439321418286,train
MUADZAM SHAH,ROMPIN,2024-05-01,2024,5,2,1,1,0.4839044813708693,train
MUADZAM SHAH,ROMPIN,2024-06-01,2024,6,2,1,0,0.2530143387160337,train
MUADZAM SHAH,ROMPIN,2024-07-01,2024,7,1,0,0,0.2524244163179165,train
MUADZAM SHAH,ROMPIN,2024-08-01,2024,8,1,0,0,0.2227328818171786,train
MUADZAM SHAH,ROMPIN,2024-09-01,2024,9,1,0,0,0.24896534318357044,train
MUADZAM SHAH,ROMPIN,2024-10-01,2024,10,1,0,1,0.3933234940134356,train
MUADZAM SHAH,ROMPIN,2024-11-01,2024,11,2,1,0,0.25078403546463873,train
MUADZAM SHAH,ROMPIN,2024-12-01,2024,12,1,0,0,0.18883576371389246,train
MUADZAM SHAH,ROMPIN,2025-01-01,2025,1,1,0,0,0.1443569023330004,train
MUADZAM SHAH,ROMPIN,2025-02-01,2025,2,1,0,0,0.18746611320322626,train
MUADZAM SHAH,ROMPIN,2025-03-01,2025,3,1,0,0,0.18474233788670807,train
MUADZAM SHAH,ROMPIN,2025-04-01,2025,4,1,0,0,0.16827785160337128,train
MUADZAM SHAH,ROMPIN,2025-05-01,2025,5,1,0,0,0.20940547845506374,train
MUADZAM SHAH,ROMPIN,2025-06-01,2025,6,1,0,1,0.23818379338941945,test
MUADZAM SHAH,ROMPIN,2025-07-01,2025,7,2,1,0,0.2206703196069228,test
MUADZAM SHAH,ROMPIN,2025-08-01,2025,8,1,0,0,0.22651663202415256,test
MUADZAM SHAH,ROMPIN,2025-09-01,2025,9,1,0,0,0.19943469859275598,test
MUADZAM SHAH,ROMPIN,2025-10-01,2025,10,1,0,0,0.25112998085007143,test
MUADZAM SHAH,ROMPIN,2025-11-01,2025,11,1,0,0,0.24775439757126505,test
NENASI,PEKAN,2023-01-01,2023,1,1,0,0,0.2303462662209117,train
NENASI,PEKAN,2023-02-01,2023,2,1,0,0,0.24491235445215065,train
NENASI,PEKAN,2023-03-01,2023,3,1,0,0,0.15978334921598486,train
NENASI,PEKAN,2023-04-01,2023,4,1,0,0,0.33124302934300415,train
NENASI,PEKAN,2023-05-01,2023,5,1,0,1,0.4417131180333444,train
NENASI,PEKAN,2023-06-01,2023,6,2,1,0,0.24122724869643988,train
NENASI,PEKAN,2023-07-01,2023,7,1,0,0,0.20345258026099317,train
NENASI,PEKAN,2023-08-01,2023,8,1,0,0,0.19072680721390342,train
NENASI,PEKAN,2023-09-01,2023,9,1,0,0,0.25016527526364973,train
NENASI,PEKAN,2023-10-01,2023,10,1,0,1,0.46863800610315226,train
NENASI,PEKAN,2023-11-01,2023,11,2,1,1,0.40298062149082825,train
NENASI,PEKAN,2023-12-01,2023,12,2,1,0,0.24600000798674,train
NENASI,PEKAN,2024-01-01,2024,1,1,0,0,0.2261783861718263,train
NENASI,PEKAN,2024-02-01,2024,2,1,0,0,0.2169703106839581,train
NENASI,PEKAN,2024-03-01,2024,3,1,0,1,0.42272130012183085,train
NENASI,PEKAN,2024-04-01,2024,4,2,1,0,0.2693525109869125,train
NENASI,PEKAN,2024-05-01,2024,5,1,0,0,0.18876079095885342,train
NENASI,PEKAN,2024-06-01,2024,6,1,0,0,0.1968509199121502,train
NENASI,PEKAN,2024-07-01,2024,7,1,0,0,0.24224418081367843,train
NENASI,PEKAN,2024-08-01,2024,8,1,0,1,0.39140764330534156,train
NENASI,PEKAN,2024-09-01,2024,9,2,1,0,0.2940924975512764,train
NENASI,PEKAN,2024-10-01,2024,10,1,0,0,0.2631205045320198,train
NENASI,PEKAN,2024-11-01,2024,11,1,0,0,0.234556270371563,train
NENASI,PEKAN,2024-12-01,2024,12,0,0,1,0.42883153921091904,train
NENASI,PEKAN,2025-01-01,2025,1,2,1,0,0.22273676336146342,train
NENASI,PEKAN,2025-02-01,2025,2,1,0,0,0.21098091206092295,train
NENASI,PEKAN,2025-03-01,2025,3,1,0,0,0.22367068420158884,train
NENASI,PEKAN,2025-04-01,2025,4,1,0,0,0.2694183610479213,train
NENASI,PEKAN,2025-05-01,2025,5,1,0,1,0.4567997211839618,train
NENASI,PEKAN,2025-06-01,2025,6,2,1,0,0.3215811882861496,test
NENASI,PEKAN,2025-07-01,2025,7,1,0,0,0.29363370724712434,test
NENASI,PEKAN,2025-08-01,2025,8,1,0,0,0.1843927722438357,test
NENASI,PEKAN,2025-09-01,2025,9,1,0,0,0.30148299428898245,test
NENASI,PEKAN,2025-10-01,2025,10,1,0,0,0.2977890215516543,test
NENASI,PEKAN,2025-11-01,2025,11,1,0,0,0.34325052816569945,test
PADANG PIOL,JERANTUT,2023-01-01,2023,1,1,0,1,0.8231980108830982,train
PADANG PIOL,JERANTUT,2023-02-01,2023,2,2,1,1,0.7208488053823098,train
PADANG PIOL,JERANTUT,2023-03-01,2023,3,2,1,1,0.804376132656162,train
PADANG PIOL,JERANTUT,2023-04-01,2023,4,2,1,1,0.7927676451454859,train
PADANG PIOL,JERANTUT,2023-05-01,2023,5,2,1,1,0.7340593247918926,train
PADANG PIOL,JERANTUT,2023-06-01,2023,6,3,1,0,0.5448416638296215,train
PADANG PIOL,JERANTUT,2023-07-01,2023,7,1,0,1,0.6935080133161934,train
PADANG PIOL,JERANTUT,2023-08-01,2023,8,2,1,0,0.5362285673625604,train
PADANG PIOL,JERANTUT,2023-09-01,2023,9,1,0,1,0.7446854314389397,train
PADANG PIOL,JERANTUT,2023-10-01,2023,10,3,1,1,0.6895288000621806,train
PADANG PIOL,JERANTUT,2023-11-01,2023,11,2,1,1,0.7096216436626446,train
PADANG PIOL,JERANTUT,2023-12-01,2023,12,2,1,1,0.7641837204575892,train
PADANG PIOL,JERANTUT,2024-01-01,2024,1,3,1,0,0.535539681183785,train
PADANG PIOL,JERANTUT,2024-02-01,2024,2,1,0,1,0.7642037204975495,train
PADANG PIOL,JERANTUT,2024-03-01,2024,3,2,1,0,0.5402930519427729,train
PADANG PIOL,JERANTUT,2024-04-01,2024,4,1,0,1,0.8005105428938605,train
PADANG PIOL,JERANTUT,2024-05-01,2024,5,2,1,1,0.7368075590969562,train
PADANG PIOL,JERANTUT,2024-06-01,2024,6,3,1,0,0.540152879631521,train
PADANG PIOL,JERANTUT,2024-07-01,2024,7,1,0,0,0.5844625815126401,train
PADANG PIOL,JERANTUT,2024-08-01,2024,8,1,0,1,0.7919436290736757,train
PADANG PIOL,JERANTUT,2024-09-01,2024,9,3,1,1,0.707230377200134,train
PADANG PIOL,JERANTUT,2024-10-01,2024,10,2,1,1,0.651396090786008,train
PADANG PIOL,JERANTUT,2024-11-01,2024,11,2,1,1,0.7151544329716484,train
